id,product_name_edited,category_edited,category_description_edited,product_description,price,location
b81d8d08-7da7-40f9-9558-f29a67eee189,   FT SWIMMING POOL BESTWAY          cm x    cm x   cm Above Ground Sq ,Home   Garden , Garden   Patio   Outdoor Settings   Furniture,Bestway Steel Pro      quot  x     quot  x    quot  Frame Pool  Spend your summer on the water in this Bestway Steel Pro pool     The     Inch x    Inch x    Inch Steel Pro Splash Pool by Bestway is a fantastic family swimming pool specially designed to withstand the elements and provide smashing  splashing fun for many years to come  It s also great for entertaining guests during a summer party or cooling off on a scorching hot day       The corrosion resistant steel frame is sturdy and durable to offer your family fun all summer long  The DuraPlus  liner is made of durable material that is reinforced for strength and puncture resistance  This pool is very simple to set up and to take down for off season storage  No tools are required  and a hose connects to the built in flow control valve to quickly and easily drain away pool water     Featured        ft outdoor pool is ideal for cooling off and having fun on hot summer days Heavy duty PVC and polyester   ply Tritech side walls for strength and durability Built in flow control drain valve makes it easy to drain by attaching the valve to a garden hose  with included adapter  to drain away water Long lasting corrosion resistant metal frames Easy to setup and take down for off season storage Dimensions   ft    Inch x   ft   Inch x    Inch and      m x      m x    cm Capacity     percent        Litre      gallons      Items included Bestway Rectangular Pool    cm x    cm x   cm Steel Swiming Pool Frame Water Pump  Clamps for water pump Repair Patch Plastic feet under the frame Manuals,160.0,Stevenage  Hertfordshire
5d562c81-c415-4b48-ab68-a5399d3a7420,Royal Worcester Poppies   cm Diameter Flan Pie Dish Round Quiche Fluted  ,Home   Garden , Kitchenware   Accessories   Tableware   Dinnerware   Crockery,Royal Worcester Poppies   cm Diameter Flan Pie Dish Round Quiche Fluted Lovely clean condition Crisp colours to the design No chips  cracks or damage Please see all pictures for details  as they form part of the description  From a smoke and pet free environment Collection from Redruth No holding without payment as advertised elsewhere ,7.0,Redruth  Cornwall
0b406233-3358-4559-a859-49552e203703,Fragranced oil burner set   heart shaped slate coasters  unused      for the pair ,Home   Garden , Other Household Goods,A pair of heart themed items which would make lovely gifts   They are both in immaculate condition  unused and in original packaging   A Heart of the Home fragranced oil burner set  containing a white ceramic oil burner with heart shaped vent and three bottles of fragranced oils  vanilla  fresh cotton and fresh linen    This set is unopened  in its original packaging and in immaculate condition   It is currently retailing on Amazon for          And a set of   natural slate coasters  tied with string   It includes a piece of chalk wrapped in cellophane  enabling messages to be written on the slate   The slate coasters have pads on the underside to protect furniture   This set has never been used and is in immaculate condition   A similar product is currently retailing at         Selling for    for the pair of items   Collection only  ,3.0,Grange  Edinburgh
e40dbbe5-06f3-4834-8648-7b9821fe7447,kitchen cream white wall cupboards ,Home   Garden , Kitchenware   Accessories   Kitchen Storage   Other Kitchen Storage,Three cupboards as pictured all glass fronted but also available   corner cupboards with white cream fronts to match   Dimensions of each cupboard   cm wide  x   cm long  and   cm  deep They are in good condition but we are changing colour scheme as our kitchen is so bright  You would have to take them away yourself  from Wokingham Berkshire so we are only asking     for all of them  ,20.0,Finchampstead  Berkshire
bcb7e8c6-88d9-43b8-b082-e9b998898f4a,Hamad L Rug ,Home   Garden , Dining  Living Room Furniture   Carpets   Flooring,Unique Nomadic Rug Size     cm X    cm Quality  Machine Woven Reeds      knots per meter,120.0,Twickenham  London
4fec2cdc-d0a6-41ee-aa80-c07de6751641,  Metal Cloth Hanger Rack Stand Clothes Drying Rack for Hanging Clothes ,Home   Garden , Other Household Goods,Multi Functional Organizer  Extra Storage On the grate below there is space for boxes or   pairs of shoes  Height    inches  Width      inches Depth      inches Dismantled,14.0,Leith  Edinburgh
a26b234a-55f0-4afb-8649-722b76d570be,Free Sofa Set ,Home   Garden , Dining  Living Room Furniture   Sofas  Armchairs   Suites   Private,Set of   sofas    seater   D    cm  L    cm  H    cm   seater   D    cm  L    cm  H    cm   seater   D    cm  L    cm  H    cm  Collection only ,0.0,Inverness  Highland
dcbe214e-cb4b-4f18-ab16-218ec12ab68b,Love wall art picture ,Home   Garden , Dining  Living Room Furniture   Paintings   Pictures,Brand new  Unwanted picture  Approx   cm wide    cm height and  cm depth,5.0,Fareham  Hampshire
8b09e152-b7e1-4d1e-93fc-ab6e738bcab2,Black PVC coated Long Hayrack Planter   Liner    m wide ,Home   Garden , Garden   Patio   Garden Building   Decoration   Plants   Flowers,Black PVC coated Long Hayrack Planter   Liner    m wide  This hayrack planter has not been used much and has been sat in our shed unused  It comes with a liner that has never been used  It measures approx      cm wide and   cm high  ,30.0,Driffield  East Yorkshire
6f228cd8-a2d6-4f23-858b-4a77a2f42d7c,Next bunny canvas ,Home   Garden , Dining  Living Room Furniture   Paintings   Pictures,As new bunny canvas  Approx   cm x   cmSmoke and pet free home,5.0,Fareham  Hampshire
538b5593-1ed7-4591-b662-980915a82b4e,nest tables ,Home   Garden , Dining  Living Room Furniture   Coffee table,solid oak nest tables in excellent condition heavycollection east dereham nr   delivery available for fuel costs ,30.0,Norwich  Norfolk
2275f5f2-ee51-410c-8d85-e5923285a864,Airtight food storage container with dividers ,Home   Garden , Other Household Goods,This is like a deep divided plate with an airtight lid  ideal for picnics  lunch box or just storing food in the fridge  Maybe taking those left overs to work ,5.0,Penarth  Vale of Glamorgan
5b58a9d7-4006-4bb1-aa45-1f231462ad42,BRAND NEW HILTON BED ,Home   Garden , Beds   Bedroom Furniture   Double Beds   Private,BRAND NEW QUALITY HILTON BED WITH MATTRESS IN ALL SIZES WITH STORAGE OPTIONFREE HOME DELIVERYFrame  WoodFabric  Plush Velvet and Crushed VelvetAvailable Colours Steel  Silver  Grey  Black  Mustard  Gold  Sky  Mink  Turquoise  Duck Egg  Beige  Teal  Sapphire  Maroon  Brown  and More Bed Sizes and Prices Small Single      With mattress      Double      With mattress      King      With mattress      Super King      With mattress       Gas lift extra     and ottoman box extra    Cash on DeliveryInbox for Further Queries ,160.0,Stoke on Trent  Staffordshire
ba4968a9-5c76-49c2-a90e-e4a5b2d773ac,Dressing table and stool ,Home   Garden , Dining  Living Room Furniture   Dining Tables   Chairs, COLLECTION ONLY Next Home dressing table and stool  Solid wood  Needs a bit of tlc  scuffed and marked but could be restored lovely  Open to negotiation within reason    cm W x   cm D x   cm H ,30.0,Grimsby  Lincolnshire
ef9c607a-9d95-49f8-abf8-9ad03dd20fda,Cream lined curtains   x   sold and collected ,Home   Garden , Dining  Living Room Furniture   Curtains  Blinds   Windows,Cream fully lined diamond patten curtains    x    good condition  Posted by Maureen in Dining  Living Room Furniture  Curtains  Blinds   Windows in West Derby     December     ,10.0,West Derby  Merseyside
afb515c9-40d2-4480-8921-31f6bc36bd7a,Brand new sofas for sale ,Home   Garden , Dining  Living Room Furniture   Sofas  Armchairs   Suites   Private,    Offer offer offer   WhatsApp            Brand new sofa   best quality with super fast delivery    BEST QUALITY OF SOFA ATCHEAPEST PRICE   WE ARE SELLING STUNNING AND STYLISH SOFA  Now you can order the best quality wardrobe at your door stepBRAND NEW SOFA  VARIETY OF COLORS AVAILABLe  On DELIVERY TIME OUR FIRST AIM IS CUSTOMER SATISFACTION WE NEVER COMPROMISE ON THE QUALITY ,499.0,Archway  London
3778d369-8b32-4c57-882f-6fd3c02c42c2,Pair of Woltu bar stools ,Home   Garden , Dining  Living Room Furniture   Chairs  Stools   Other Seating,Genuine WOLTU quality stools  The matching pair are BRAND NEW and upholstered in an attractive patchwork fabric bolted onto beech legs with a polished steel foot bar  These are sturdy German designed chairs that have just been assembled and never been used  Perfect for a breakfast bar,100.0,Newtownards  County Down
09349673-6b4a-465a-b232-42185d2bd959,Microwave ,Home   Garden , Kitchenware   Accessories   Cookware   Microwave Cookware,Here I have a year old microwave for sale it s in perfect condition and works how it should only selling due to moving back in with family only want     for it ,10.0,Thornaby  County Durham
3e29ed80-ccf8-4bbc-9318-3da0d5e5e6cb,Stainless Steel  Thermos King     ltr flask ,Home   Garden , Other Household Goods,Top of the range stainless steel  unbreakable  work flask by well renowned flask manufacturer  THERMOS   Outshines other cheaper makes by highest qualities of manufacture  non plastic container and more importantly keeping contents hotter for longer Offered at less than half the retail price it s now a BARGAIN buy for only a tenner Spotlessly clean   comes with removeable cup and carry handle Ideally buyer collects from Long Eaton NG    AD but might deliver locally FREE OF CHARGE  if no transport  ,10.0,Long Eaton  Nottinghamshire
e3048c01-db41-4588-b88e-833029bf82ae,February Sale offer Divan bed with mattress available here ,Home   Garden , Beds   Bedroom Furniture   Single Beds   Private, Brand New All Beds    Avaliable Here Please Text me Contact             More information on Whatsapp We have All Sofas   Available HereThanks ,130.0,Erdington  West Midlands
25a5b6b5-74e6-4936-9257-73cbb32c7d8f,Old Style Wooden Stool Seat ,Home   Garden , Dining  Living Room Furniture   Chairs  Stools   Other Seating,Old style solid wooden stool   Great for upcycling project   Some marks which adds to charm and easily removed   Size   cm H    cm W    cm Depth       ono,15.0,Clydebank  West Dunbartonshire
b4eea71f-8d06-4ccd-bb9c-93cca5fcab1f,Display Cabinet with Light ,Home   Garden , Dining  Living Room Furniture   Other,Attractive cabinet with two glass shelves  and wooden shelf at the bottom in the display area  and a storage cupboard beneath  Has been used to display glassware  Good condition Height      cm Width      cm      cm including top and bottom trim  Depth     cm  plinth    cm depth above plinth   cm depth at the top  includes trim  Buyer collects from Clacton On Sea Holland On Sea border ,30.0,Clacton on Sea  Essex
74f5811d-b9e2-40e7-8fcc-0d19af191834,Matalan set of   black white Aztec tall planters metal new ,Home   Garden , Other Household Goods,Completely sold out online  selling as I missed the return date Immaculate condition as shown  brand new without tags Large     cm x     cm  Pot diameter    cmSmall    cm x     cm  Pot diameter    cm Collection from Feniscowles only due to the size ,40.0,Blackburn  Lancashire
8b6a8a92-de2e-4eea-b862-e761e77955ee,Ikea Trestle Table ,Home   Garden , Dining  Living Room Furniture   Dining Tables   Chairs,The Bonus with this Table is that as you know the assembly of putting the table together is worth the cost alone Retails at     will sell for       Excellent Condition ,30.0,Cardiff City Centre  Cardiff
615e7b06-b976-4b68-828d-fc29f4bcd54a,Large Garden Storage Box ,Home   Garden , Garden   Patio   Outdoor Settings   Furniture,Large garden storage box only   and a half years old  Paid      from the range  open to sensible offers Small crack damage on one corner due to the recent wind and storms as shown on photos Dimensions Height  m Depth    m Width    mMust collect ,80.0,Billingham  County Durham
0a9f67fb-23c2-454a-9ed6-62e6bc2e6cc6,Brand New   Vinyl Black and White Flooring ,Home   Garden , Dining  Living Room Furniture   Carpets   Flooring,This is brand new  unused  Not a mark on this flooring  its in immaculate condition   White and black speck viynl flooring  with a slight flicker of glitter   Size   m wide x     m long   Collection from SL    Langley ,45.0,Slough  Berkshire
006580a6-a094-44e9-afae-bf0b2608f304,Recliner chair ,Home   Garden , Dining  Living Room Furniture   Sofas  Armchairs   Suites   Private,A pair of manual recliner chairs in a pale green fabric material both chairs are in excellent condition backs come off for transportation ,60.0,Monmouth  Monmouthshire
6351baeb-33eb-4ba9-b7c0-aba4bae11552,Quooker Fusion Square Chrome Pro   vaq ,Home   Garden , Other Household Goods,Instant     degree boiling water all from ONE Tap   Dispenses boiling water aswell as giving you access to your own cold and warm water    Color   polished chrome     litre tank not supplied  ,400.0,Notting Hill  London
45acbefc-7f24-41ff-af59-374c13b8d9b6,       GUARANTEED PRICE   BRAND NEW Double Bed Single Bed With Thick Memory Foam Mattress ,Home   Garden , Beds   Bedroom Furniture   Double Beds   Private,    Please click  See all ads  on Right top Corner to view our Full Range       Whether You re An Investor or a Home Owner  Our Furniture Packages Are The Quickest And Most Cost Effective Way To Furnish An Entire Property    Double Small Double Memory Orthopaedic Bed         Bed Base Mattress   Other sizes available  Single          Kingsize         Condition  Brand New  Assembly Required No Ready To Use   ADD ONS  Head Board       Leather Black  Brown  Cream     Drawers          Drawers        Bed Base Only           Individual Price    Mattress Only         Individual Price    MATTRESS SPECIFICATIONS         inch high density memory foam         Open coil bonnell spring for extra support      M wire wedge for extra support    Approx     inch mattress    Medium to Firm comfort mattress rating    Hypo Allergenic    Contours to your body s natural shape    Fully compliant with all UK fire regulations   UPGRADE DOWNGRADE OPTIONS  Base And Mattress   Please Refer To Pictures For Different Types Of Mattresses  Semi Orthopaedic Set           image     Full Orthopaedic Maxi Set           image     Super Orthopaedic Crown Set           image     Memory Foam Orthopaedic Set           image            Pocket Sprung Luxury Set                Pocket Sprung Luxury Set            HOW TO ORDER       Call or Text us on our Direct Lines To Speak With Our Sales Team   Mob                      Email Us On Gumtree Messaging System Direct From Your Gadget    Call Now To Book Am Pm Slot For Delivery   Same Next Select Day Delivery Via Our Own Fleet Of Vehicles   Working In A Partnership With Landords   Estate Agents   Deliver All Over London   Surrounding Areas Only  Payment Method    Cash On Delivery   Paypal   BACS Transfer  We Hope That Your Experience Is As Enjoyable As Possible   If There s Anything We Can Improve To Make Your Life Easier  Please Don t Hesitate To Let us Know     Sold   Dispatched By  Toru Beds Ltd     Gurney Close  Essex United Kingdom   Company Registration          ,189.99,Acton  London
39e6b9eb-4320-4f89-a401-55b6fc39bddf,Vintage Pine Scrubtop Farmhouse Table  ,Home   Garden , Dining  Living Room Furniture   Dining Tables   Chairs,Stunning Vintage Pine Farmhouse Scrubtop Table  plank top   mm thick  absolutely rock solid  mortice and tenon joints with Cast Iron corner brackets  over engineered is a understatement  length is just under six feet width    inches  height    inches  This table was from a servants kitchen in a country house in North Yorkshire and the quality shows  possible delivery NORTHERN ENGLAND MIDLANDS CASH ON COLLECTION NO PAYPAL  ,95.0,Wakefield  West Yorkshire
b862b005-b11d-4b9b-88d9-c5d50c907c1f,Ikea Ektorp Armchair in grey ,Home   Garden , Dining  Living Room Furniture   Sofas  Armchairs   Suites   Private,As new Ikea Ektorp armchair with charcoal grey Hallarp removable  washable covers  Hardly used  very comfortable  Freshly laundered covers  Selling due to lack of space       new ,120.0,Kingston  London
6277f04e-7cbd-480a-9990-61c9525ebea1,Vintage Winstanley Cat ,Home   Garden , Dining  Living Room Furniture   Mirrors  Clocks   Ornaments,Early Signed Winstanley ginger cat  Size   All phone enquiries PM please  Collection only  fixed price  ,19.0,Mansfield  Nottinghamshire
2e6db1e3-b60d-456a-8320-ddf4827e464f,February Sale offer Divan bed with mattress available here ,Home   Garden , Beds   Bedroom Furniture   Single Beds   Private, Brand New All Beds    Avaliable Here Please Text me Contact             More information on Whatsapp We have All Sofas   Available HereThanks ,130.0,Nechells  West Midlands
0493f819-b609-4193-bba3-e57b79d6f695,Cheapest Price   Divan Single Size Beds  optional  ,Home   Garden , Beds   Bedroom Furniture   Single Beds   Private,We have a variety of Divan Beds   a  Single  b  Small Double Double  c  King  d  Super King  We also have colors   a  Black  b  Grey  c  White  Feel Free to contact us for more info  ,100.0,Midway  Derbyshire
3363e551-9da1-4032-ac58-f4928b848205,  Smala Ligne Roset Daybed Sofas ,Home   Garden , Dining  Living Room Furniture   Sofas  Armchairs   Suites   Private,  Smala Ligne Roset Daybed Sofas  these have wear and tear and some marks  which does not look as bad in real like compared to photos  but we have not attempted to clean them yet so they could come off easily  Viewing advised  Come with two large matching cushions    RRP        Each  Collection only  message me for details       ONO,,Sydenham  London
253c59ca-2bcf-4f96-85d9-99a74ff16e7f,CURTAINS AND CUSHIONS ,Home   Garden , Dining  Living Room Furniture   Curtains  Blinds   Windows,Professionally made curtains fully lined with    pencil pleating Sand and plum coloured stripes Drop    Width of each curtain        Matching Cushions  cushions     x      cushions     x       ,65.0,Bangor  County Down
470bde59-0755-4527-924e-a03a48375ded,Lounge Curtains ,Home   Garden , Dining  Living Room Furniture   Curtains  Blinds   Windows,Patterned  green  grey and white lined lounge curtains  Drop       cm Width       cm Pencil Pleat Tops with matching tie backs,50.0,Stroud  Gloucestershire
931968ce-4309-4a1b-8cdc-4fac14dfb6af,Kitchen Dining Table ,Home   Garden , Dining  Living Room Furniture   Dining Tables   Chairs,Solid wood kitchen table in very good condition  Size     cm x     cm    cm high  Selling due to house move      ,300.0,Dyce  Aberdeen
